,shape,price,carat,cut,color,clarity,report,type
16276,9,1220,0.42,3,2,6,1,1
16277,9,1220,0.46,3,2,2,1,1
16278,9,1220,0.5,3,6,2,1,1
16279,9,1220,0.41,2,3,4,1,1
16280,2,1220,0.6,2,3,2,1,1
16281,6,1220,0.51,2,2,7,1,1
16282,6,1220,0.54,4,3,7,1,1
16283,9,1220,0.4,4,1,1,1,1
16284,9,1220,0.34,3,2,1,1,1
16285,9,1220,0.38,3,0,7,1,1
16286,9,1220,0.38,3,0,4,1,1
16287,9,1220,0.46,4,3,7,1,1
16288,9,1220,0.4,3,2,6,1,1
16289,9,1220,0.41,3,3,4,1,1
16290,9,1220,0.46,2,1,2,1,1
16291,9,1220,0.41,3,2,7,1,1
16292,9,1220,0.4,3,0,2,1,1
16293,7,1220,0.42,3,0,4,1,1
16294,9,1220,0.4,3,1,7,1,1
16295,2,1220,0.52,2,4,6,1,1
16296,9,1220,0.44,3,0,4,1,1
16297,9,1220,0.46,4,0,4,1,1
16298,9,1220,0.35,3,1,7,1,1
16299,9,1220,0.35,3,0,4,1,1
16300,9,1220,0.41,4,2,7,1,1
16301,2,1220,0.5,4,0,7,1,1
16302,9,1220,0.4,3,0,5,1,1
16303,9,1220,0.4,3,2,5,1,1
16304,9,1220,0.34,3,0,6,1,1
16305,2,1220,0.4,3,0,1,1,1
16306,9,1220,0.4,3,4,1,1,1
16307,9,1220,0.41,3,2,4,1,1
16308,9,1220,0.4,3,4,6,1,1
16309,9,1220,0.4,2,1,5,1,1
16310,9,1220,0.5,3,2,3,1,1
16311,5,1220,0.49,4,0,3,1,1
16312,9,1220,0.4,3,3,4,1,1
16313,9,1220,0.4,3,2,4,1,1
16314,9,1220,0.4,2,2,6,1,1
16315,9,1220,0.33,3,0,6,1,1
16316,9,1220,0.4,4,1,5,1,1
16317,9,1220,0.4,2,1,4,1,1
16318,9,1220,0.4,3,0,7,1,1
16319,9,1220,0.4,4,0,5,1,1
16320,6,1220,0.59,4,0,3,1,1
16321,5,1220,0.51,3,4,3,1,1
16322,5,1220,0.4,2,0,4,1,1
16323,9,1220,0.4,4,0,4,1,1
16324,2,1220,0.51,3,1,2,1,1
16325,5,1220,0.5,2,3,2,1,1
16326,5,1220,0.5,2,2,3,1,1
16327,4,1220,0.5,2,4,2,1,1
16328,5,1220,0.5,2,1,3,1,1
16329,9,1220,0.4,3,1,4,1,1
16330,9,1220,0.42,3,3,7,1,1
16331,6,1220,0.5,2,2,7,1,1
16332,9,1220,0.5,2,6,6,3,1
16333,9,1220,0.32,3,1,6,1,1
16334,9,1220,0.3,3,0,6,1,1
16335,9,1220,0.5,1,2,3,1,1
16336,9,1220,0.4,4,4,4,1,1
16337,9,1220,0.6,1,2,3,1,1
16338,9,1220,0.4,2,2,4,1,1
16339,9,1220,0.44,2,3,5,1,1
16340,9,1220,0.41,3,1,5,1,1
16341,6,1220,0.51,4,1,4,1,1
16342,6,1220,0.55,2,2,5,1,1
16343,6,1220,0.5,1,0,5,1,1
16344,6,1220,0.5,4,1,4,1,1
16345,6,1220,0.5,2,6,7,1,1
16346,6,1220,0.5,2,0,3,1,1
16347,9,1220,0.34,3,1,1,1,1
16348,9,1220,0.44,2,0,2,1,1
16349,9,1220,0.45,3,3,2,1,1
16350,9,1220,0.35,3,0,7,1,1
16351,5,1220,0.51,3,0,2,1,1
16352,9,1220,0.4,2,1,7,1,1
16353,9,1220,0.37,3,0,4,1,1
16354,9,1220,0.4,3,3,7,1,1
16355,3,1220,0.53,0,3,2,1,1
16356,3,1220,0.55,2,6,1,1,1
16357,9,1220,0.4,4,0,2,1,1
16358,9,1220,0.4,2,3,6,1,1
16359,9,1220,0.46,3,3,2,1,1
16360,9,1220,0.41,3,3,5,1,1
16361,9,1220,0.4,4,2,5,1,1
16362,9,1220,0.35,3,2,6,1,1
16363,9,1220,0.42,4,1,6,1,1
16364,9,1220,0.4,4,1,4,1,1
16365,9,1220,0.4,2,4,4,1,1
16366,5,1220,0.4,2,1,4,1,1
16367,6,1220,0.5,1,0,2,1,1
16368,9,1220,0.6,2,5,3,1,1
16369,4,1220,0.4,4,0,6,1,1
16370,9,1220,0.4,3,1,5,1,1
16371,9,1220,0.4,2,3,5,1,1
16372,9,1220,0.42,3,1,4,1,1
16373,9,1220,0.31,3,2,6,1,1
16374,9,1220,0.4,2,0,4,1,1
16375,9,1220,0.31,3,0,6,1,1
16376,7,1220,0.5,2,0,2,1,1
16377,3,1220,0.5,2,5,2,1,1
16378,9,1220,0.5,1,3,3,1,1
16379,9,1220,0.4,4,3,7,1,1
16380,9,1220,0.4,3,0,6,1,1
16381,9,1220,0.41,3,2,5,1,1
16382,9,1220,0.37,3,0,7,1,1
16383,9,1220,0.43,3,3,5,1,1
16384,9,1220,0.36,3,2,6,1,1
16385,4,1220,0.51,3,2,2,1,1
16386,9,1220,0.42,3,1,5,1,1
16387,9,1220,0.35,3,1,1,1,1
16388,9,1220,0.4,2,2,5,1,1
16389,9,1220,0.41,3,1,6,1,1
16390,9,1220,0.5,3,6,5,1,1
16391,3,1220,0.46,4,0,4,1,1
16392,9,1220,0.66,3,6,3,1,1
16393,9,1220,0.5,3,1,3,1,1
16394,9,1220,0.5,4,3,3,1,1
16395,9,1220,0.4,1,1,4,1,1
16396,5,1220,0.52,2,0,2,1,1
16397,3,1220,0.51,4,3,2,1,1
16398,9,1220,0.4,4,3,4,1,1
16399,9,1220,0.4,4,2,7,1,1
16400,5,1220,0.5,2,0,3,1,1
16401,9,1220,0.32,3,0,6,1,1
16402,9,1220,0.4,3,0,4,1,1
16403,5,1220,0.4,2,0,5,1,1
16404,9,1220,0.44,3,3,7,1,1
16405,9,1220,0.5,4,5,5,1,1
16406,3,1220,0.53,2,1,2,1,1
16407,2,1220,0.69,2,3,2,1,1
16408,9,1220,0.5,1,5,4,1,1
16409,9,1220,0.3,3,0,1,1,1
16410,9,1220,0.5,1,5,2,1,1
16411,9,1220,0.3,4,0,1,1,1
16412,9,1220,0.41,3,3,1,1,1
16413,5,1220,0.5,2,2,2,1,1
16414,9,1220,0.4,4,0,7,1,1
16415,4,1220,0.5,2,2,5,1,1
16416,6,1220,0.5,2,1,4,1,1
16417,9,1220,0.37,3,1,6,1,1
16418,9,1220,0.37,3,2,6,1,1
16419,9,1220,0.38,2,0,6,1,1
16420,9,1220,0.4,3,3,5,1,1
16421,2,1220,0.48,3,1,5,1,1
16422,9,1220,0.5,2,3,3,1,1
16423,9,1220,0.35,2,1,6,1,1
16424,9,1220,0.4,4,3,5,1,1
16425,9,1220,0.34,3,0,7,1,1
16426,9,1220,0.41,2,0,6,1,1
16427,9,1220,0.4,3,3,1,1,1
16428,5,1220,0.53,3,5,7,1,1
16429,9,1220,0.38,3,1,7,1,1
16430,9,1220,0.43,3,2,5,1,1
16431,5,1220,0.38,2,0,1,1,1
16432,6,1220,0.5,4,0,3,1,1
16433,1,1220,0.54,3,1,5,1,1
16434,5,1220,0.5,2,1,5,1,1
16435,5,1220,0.51,3,0,3,1,1
16436,9,1220,0.35,2,0,7,1,1
16437,9,1220,0.5,3,6,4,1,1
16438,9,1220,0.5,4,5,2,1,1
16439,9,1220,0.4,3,1,2,1,1
16440,2,1220,0.4,3,1,1,1,1
16441,6,1220,0.5,2,1,5,1,1
16442,6,1220,0.6,2,2,2,1,1
16443,2,1220,0.63,2,1,2,1,1
16444,6,1220,0.6,4,5,7,1,1
16445,9,1220,0.46,4,4,5,1,1
16446,9,1220,0.33,3,0,1,1,1
16447,2,1220,0.52,3,4,6,1,1
16448,9,1220,0.46,4,4,7,1,1
16449,9,1220,0.5,1,0,3,1,1
16450,7,1220,0.5,2,2,4,1,1
16451,9,1220,0.32,3,2,1,1,1
16452,9,1220,0.32,3,1,1,1,1
16453,9,1220,0.5,2,2,3,1,1
16454,9,1220,0.4,4,4,7,1,1
16455,9,1220,0.33,3,1,1,1,1
16456,9,1220,0.5,4,6,7,1,1
16457,9,1220,0.4,4,3,6,1,1
16458,6,1220,0.51,3,3,3,1,1
16459,5,1220,0.4,2,1,7,1,1
16460,9,1220,0.4,4,2,4,1,1
16461,9,1220,0.41,3,4,5,1,1
16462,8,1220,0.52,2,3,7,1,1
16463,2,1220,0.52,2,5,6,1,1
16464,4,1230,0.5,0,4,2,1,1
16465,9,1230,0.33,3,2,1,1,1
16466,9,1230,0.58,3,6,2,1,1
16467,9,1230,0.5,4,6,4,1,1
16468,9,1230,0.4,3,2,1,1,1
16469,9,1230,0.4,3,0,6,1,1
16470,9,1230,0.4,2,2,7,1,1
16471,9,1230,0.42,3,1,2,1,1
16472,6,1230,0.5,2,5,6,1,1
16473,9,1230,0.5,1,5,6,1,1
16474,9,1230,0.5,0,0,3,1,1
16475,9,1230,0.45,4,2,7,1,1
16476,9,1230,0.33,3,1,1,1,1
16477,9,1230,0.4,3,2,4,1,1
16478,9,1230,0.42,3,2,5,1,1
16479,9,1230,0.37,3,2,6,1,1
16480,2,1230,0.6,3,1,2,1,1
16481,9,1230,0.4,2,1,5,1,1
16482,9,1230,0.4,4,1,7,1,1
16483,6,1230,0.58,2,6,5,1,1
16484,7,1230,0.5,2,1,4,1,1
16485,9,1230,0.4,3,3,5,1,1
16486,9,1230,0.4,2,1,7,1,1
16487,9,1230,0.5,3,2,3,1,1
16488,6,1230,0.5,2,2,2,1,1
16489,9,1230,0.31,3,1,1,1,1
16490,9,1230,0.5,2,5,2,1,1
16491,1,1230,0.61,3,5,6,1,1
16492,9,1230,0.4,4,3,2,1,1
16493,9,1230,0.4,3,0,7,1,1
16494,9,1230,0.42,3,1,6,1,1
16495,9,1230,0.41,2,0,7,1,1
16496,9,1230,0.3,3,0,1,1,1
16497,9,1230,0.4,2,2,6,1,1
16498,9,1230,0.4,3,4,4,1,1
16499,9,1230,0.5,4,1,3,1,1
16500,9,1230,0.4,2,2,5,1,1
16501,9,1230,0.45,3,2,2,1,1
16502,6,1230,0.5,3,2,2,1,1
16503,5,1230,0.5,2,2,2,1,1
16504,9,1230,0.4,2,3,4,1,1
16505,9,1230,0.4,4,3,5,1,1
16506,9,1230,0.4,3,3,4,1,1
16507,8,1230,0.5,2,0,3,1,1
16508,9,1230,0.35,3,0,7,1,1
16509,3,1230,0.5,4,3,3,1,1
16510,2,1230,0.47,2,2,1,1,1
16511,9,1230,0.42,3,4,1,1,1
16512,9,1230,0.4,4,3,6,1,1
16513,9,1230,0.4,2,0,5,1,1
16514,9,1230,0.46,3,4,5,1,1
16515,9,1230,0.4,4,2,7,1,1
16516,9,1230,0.41,3,3,6,1,1
16517,9,1230,0.34,3,0,7,1,1
16518,9,1230,0.45,4,3,4,1,1
16519,9,1230,0.4,2,3,7,1,1
16520,9,1230,0.41,3,3,7,1,1
16521,9,1230,0.33,3,0,6,1,1
16522,2,1230,0.5,3,2,7,1,1
16523,2,1230,0.5,2,3,5,1,1
16524,9,1230,0.43,3,4,5,1,1
16525,9,1230,0.42,3,3,5,1,1
16526,9,1230,0.46,3,2,2,1,1
16527,9,1230,0.4,2,3,5,1,1
16528,9,1230,0.4,3,2,7,1,1
16529,9,1230,0.42,3,1,4,1,1
16530,9,1230,0.36,3,2,4,1,1
16531,9,1230,0.4,3,1,5,1,1
16532,9,1230,0.36,3,0,7,1,1
16533,9,1230,0.4,4,1,4,1,1
16534,5,1230,0.53,3,2,3,1,1
16535,9,1230,0.35,2,0,6,1,1
16536,2,1230,0.61,3,3,3,1,1
16537,6,1230,0.5,2,3,4,1,1
16538,9,1230,0.4,4,3,4,1,1
16539,9,1230,0.31,3,0,6,1,1
16540,7,1230,0.5,2,5,5,1,1
16541,2,1230,0.5,4,2,5,1,1
16542,9,1230,0.4,4,2,5,1,1
16543,9,1230,0.4,3,1,4,1,1
16544,5,1230,0.59,2,5,5,1,1
16545,9,1230,0.31,3,2,6,1,1
16546,6,1230,0.5,3,3,6,1,1
16547,9,1230,0.38,3,1,7,1,1
16548,7,1230,0.5,4,0,4,1,1
16549,9,1230,0.42,2,1,6,1,1
16550,9,1230,0.4,1,1,1,1,1
16551,9,1230,0.43,3,5,1,1,1
16552,7,1230,0.5,3,0,2,1,1
16553,6,1230,0.5,4,0,4,1,1
16554,6,1230,0.53,2,3,4,1,1
16555,9,1230,0.35,3,0,6,1,1
16556,9,1230,0.42,3,4,6,1,1
16557,9,1230,0.34,3,0,6,1,1
16558,9,1230,0.41,3,1,5,1,1
16559,9,1230,0.38,3,1,1,1,1
16560,9,1230,0.43,3,3,7,1,1
16561,9,1230,0.4,3,0,5,1,1
16562,2,1230,0.5,4,0,4,1,1
16563,5,1230,0.52,2,1,3,1,1
16564,9,1230,0.5,3,3,3,1,1
16565,9,1230,0.4,3,1,2,1,1
16566,9,1230,0.43,3,2,4,1,1
16567,9,1230,0.32,3,1,1,1,1
16568,9,1230,0.4,3,0,2,1,1
16569,9,1230,0.4,2,0,6,1,1
16570,9,1230,0.46,4,3,6,1,1
16571,2,1230,0.51,4,4,4,1,1
16572,2,1230,0.5,2,2,2,1,1
16573,9,1230,0.41,3,0,2,1,1
16574,9,1230,0.4,3,1,7,1,1
16575,5,1230,0.5,3,1,3,1,1
16576,5,1230,0.51,2,4,3,1,1
16577,5,1230,0.5,2,1,5,1,1
16578,7,1230,0.5,4,4,4,1,1
16579,9,1230,0.32,3,2,7,1,1
16580,3,1230,0.5,2,6,5,1,1
16581,9,1230,0.4,4,3,7,1,1
16582,9,1230,0.4,3,0,4,1,1
16583,9,1230,0.56,3,6,7,1,1
16584,9,1230,0.38,3,0,4,1,1
16585,9,1230,0.39,3,0,7,1,1
16586,6,1230,0.5,1,1,5,1,1
16587,6,1230,0.4,2,1,7,1,1
16588,3,1230,0.45,3,4,1,1,1
16589,9,1230,0.41,3,1,2,1,1
16590,9,1230,0.5,1,3,3,1,1
16591,9,1230,0.38,3,1,6,1,1
16592,9,1230,0.51,3,6,3,1,1
16593,9,1230,0.5,1,5,2,1,1
16594,9,1230,0.41,4,1,6,1,1
16595,9,1230,0.52,3,6,6,1,1
16596,2,1230,0.6,2,0,2,1,1
16597,9,1230,0.45,3,5,1,1,1
16598,9,1230,0.46,4,1,5,1,1
16599,9,1230,0.46,4,0,5,1,1
16600,6,1230,0.48,1,5,6,1,1
16601,9,1230,0.51,3,2,3,1,1
16602,9,1230,0.4,3,2,5,1,1
16603,9,1230,0.34,3,0,1,1,1
16604,9,1230,0.4,2,1,4,1,1
16605,2,1230,0.51,2,0,3,1,1
16606,9,1230,0.4,4,1,5,1,1
16607,9,1230,0.62,4,5,3,1,1
16608,9,1230,0.4,2,2,4,1,1
16609,9,1230,0.59,3,5,2,1,1
16610,9,1230,0.5,4,6,2,1,1
16611,2,1230,0.5,2,2,5,1,1
16612,6,1230,0.5,2,5,5,1,1
16613,9,1230,0.4,4,2,4,1,1
16614,9,1230,0.5,4,5,3,1,1
16615,9,1230,0.51,3,6,7,1,1
16616,9,1230,0.34,3,1,7,1,1
16617,5,1230,0.5,2,2,3,1,1
16618,9,1230,0.41,3,2,5,1,1
16619,5,1230,0.4,2,0,6,1,1
16620,2,1230,0.5,2,1,2,1,1
16621,9,1230,0.4,3,3,2,1,1
16622,2,1230,0.5,2,5,7,1,1
16623,2,1230,0.5,2,3,2,1,1
16624,9,1230,0.42,3,2,2,1,1
16625,9,1230,0.35,3,2,1,1,1
16626,9,1230,0.37,3,2,7,1,1
16627,7,1230,0.45,2,1,7,1,1
16628,9,1230,0.41,4,2,6,1,1
16629,9,1230,0.46,1,1,5,1,1
16630,9,1230,0.43,4,4,7,1,1
16631,9,1230,0.38,3,1,5,1,1
16632,9,1230,0.4,4,2,6,1,1
16633,9,1230,0.35,3,1,6,1,1
16634,9,1230,0.41,3,2,6,1,1
16635,4,1230,0.51,2,1,2,1,1
16636,2,1230,0.5,2,0,4,1,1
16637,9,1230,0.45,4,3,7,1,1
16638,9,1230,0.43,3,3,4,1,1
16639,2,1230,0.62,2,2,2,1,1
16640,6,1230,0.51,3,4,5,1,1
16641,9,1230,0.45,4,1,5,1,1
16642,9,1230,0.37,3,0,4,1,1
16643,2,1230,0.51,2,3,4,1,1
16644,2,1230,0.5,2,3,6,1,1
16645,6,1230,0.5,4,3,4,1,1
16646,2,1230,0.5,4,4,7,1,1
16647,9,1230,0.37,4,1,7,1,1
16648,9,1230,0.4,4,1,6,1,1
16649,9,1230,0.43,3,2,5,1,1
16650,2,1230,0.43,2,0,6,1,1
16651,9,1230,0.4,3,2,2,1,1
16652,9,1230,0.5,2,4,2,1,1
16653,6,1230,0.46,2,0,5,1,1
16654,9,1230,0.45,3,2,4,1,1
16655,9,1230,0.5,4,6,6,1,1
16656,9,1230,0.41,4,2,1,1,1
16657,9,1230,0.33,3,0,1,1,1
16658,5,1230,0.51,2,1,3,1,1
16659,5,1230,0.5,2,3,3,1,1
16660,2,1230,0.6,2,0,3,1,1
16661,5,1230,0.4,2,0,4,1,1
16662,5,1230,0.47,2,1,5,1,1
16663,3,1230,0.5,4,3,2,1,1
16664,6,1240,0.4,4,0,6,1,1
16665,9,1240,0.35,3,1,7,1,1
16666,9,1240,0.44,4,3,6,1,1
16667,9,1240,0.4,4,0,6,1,1
16668,9,1240,0.46,3,4,5,1,1
16669,9,1240,0.32,3,1,1,1,1
16670,7,1240,0.52,1,2,2,1,1
16671,9,1240,0.3,3,0,6,1,1
16672,9,1240,0.45,4,4,7,1,1
16673,6,1240,0.5,4,1,4,1,1
16674,9,1240,0.41,3,3,5,1,1
16675,9,1240,0.4,3,0,5,1,1
16676,9,1240,0.5,3,5,2,1,1
16677,2,1240,0.4,3,0,6,1,1
16678,4,1240,0.46,3,2,7,1,1
16679,9,1240,0.4,3,3,6,1,1
16680,9,1240,0.4,2,1,5,1,1
16681,9,1240,0.4,3,1,5,1,1
16682,9,1240,0.4,3,1,4,1,1
16683,9,1240,0.4,1,2,6,1,1
16684,9,1240,0.41,3,1,2,1,1
16685,9,1240,0.5,3,6,5,1,1
16686,9,1240,0.4,3,2,6,1,1
16687,5,1240,0.5,2,1,2,1,1
16688,9,1240,0.4,2,3,4,1,1
16689,9,1240,0.31,3,0,4,1,1
16690,9,1240,0.6,3,6,3,1,1
16691,9,1240,0.6,3,6,2,1,1
16692,9,1240,0.46,2,3,5,1,1
16693,9,1240,0.41,3,1,1,1,1
16694,9,1240,0.5,2,2,3,1,1
16695,9,1240,0.43,3,2,5,1,1
16696,9,1240,0.4,2,3,5,1,1
16697,9,1240,0.4,4,1,5,1,1
16698,9,1240,0.38,3,1,6,1,1
16699,5,1240,0.5,2,2,4,1,1
16700,9,1240,0.4,2,0,4,1,1
16701,9,1240,0.37,3,0,7,1,1
16702,9,1240,0.4,2,1,4,1,1
16703,2,1240,0.5,2,4,5,1,1
16704,9,1240,0.4,3,2,5,1,1
16705,9,1240,0.5,2,5,5,1,1
16706,9,1240,0.32,3,2,1,1,1
16707,5,1240,0.5,4,1,5,1,1
16708,4,1240,0.51,3,2,4,1,1
16709,5,1240,0.4,2,0,4,1,1
16710,9,1240,0.4,3,2,4,1,1
16711,2,1240,0.51,2,1,4,1,1
16712,5,1240,0.5,2,3,3,1,1
16713,9,1240,0.3,3,0,1,1,1
16714,9,1240,0.31,3,1,7,1,1
16715,9,1240,0.4,3,0,4,1,1
16716,2,1240,0.5,4,0,2,1,1
16717,9,1240,0.5,3,6,6,1,1
16718,9,1240,0.36,3,1,6,1,1
16719,9,1240,0.36,3,2,6,1,1
16720,9,1240,0.4,3,3,2,1,1
16721,6,1240,0.4,2,0,7,1,1
16722,9,1240,0.5,3,6,4,1,1
16723,9,1240,0.34,3,2,7,1,1
16724,9,1240,0.6,2,6,2,1,1
16725,5,1240,0.5,2,2,5,1,1
16726,9,1240,0.5,3,6,2,1,1
16727,9,1240,0.46,4,2,5,1,1
16728,9,1240,0.4,3,3,4,1,1
16729,9,1240,0.46,4,4,7,1,1
16730,7,1240,0.51,2,1,4,1,1
16731,6,1240,0.51,2,3,4,1,1
16732,6,1240,0.5,2,1,4,1,1
16733,9,1240,0.34,3,0,6,1,1
16734,2,1240,0.5,4,0,4,1,1
16735,9,1240,0.38,2,2,6,1,1
16736,9,1240,0.33,3,1,1,1,1
16737,2,1240,0.5,2,1,7,1,1
16738,9,1240,0.4,4,0,7,1,1
16739,9,1240,0.38,3,3,6,1,1
16740,9,1240,0.4,3,0,2,1,1
16741,9,1240,0.44,3,4,4,1,1
16742,9,1240,0.4,3,4,1,1,1
16743,9,1240,0.4,3,1,2,1,1
16744,9,1240,0.31,3,0,1,1,1
16745,9,1240,0.4,2,2,7,1,1
16746,9,1240,0.41,3,2,6,1,1
16747,7,1240,0.5,2,3,4,1,1
16748,9,1240,0.43,3,2,4,1,1
16749,9,1240,0.4,4,1,6,1,1
16750,9,1240,0.41,3,3,4,1,1
16751,9,1240,0.4,3,2,7,1,1
16752,9,1240,0.4,2,4,5,1,1
16753,9,1240,0.4,3,3,5,1,1
16754,9,1240,0.5,4,5,2,1,1
16755,3,1240,0.49,2,2,5,1,1
16756,5,1240,0.5,4,2,2,1,1
16757,2,1240,0.5,2,2,6,1,1
16758,2,1240,0.5,4,2,7,1,1
16759,0,1240,0.51,3,2,5,1,1
16760,9,1240,0.5,0,4,3,1,1
16761,4,1240,0.49,1,0,7,1,1
16762,7,1240,0.55,4,0,3,1,1
16763,2,1240,0.53,0,1,5,1,1
16764,5,1240,0.5,2,3,4,1,1
16765,9,1240,0.45,3,5,6,1,1
16766,6,1240,0.52,4,0,2,1,1
16767,4,1240,0.45,4,4,4,1,1
16768,9,1240,0.4,2,3,6,1,1
16769,9,1240,0.45,4,3,5,1,1
16770,2,1240,0.62,2,3,2,1,1
16771,9,1240,0.37,3,0,4,1,1
16772,9,1240,0.4,3,3,7,1,1
16773,5,1240,0.5,2,2,3,1,1
16774,9,1240,0.4,2,3,7,1,1
16775,9,1240,0.5,3,3,3,1,1
16776,9,1240,0.34,3,1,1,1,1
16777,9,1240,0.45,3,1,2,1,1
16778,9,1240,0.43,3,3,4,1,1
16779,9,1240,0.5,4,2,3,1,1
16780,5,1240,0.5,2,0,2,1,1
16781,2,1240,0.51,2,0,4,1,1
16782,9,1240,0.51,3,5,5,1,1
16783,9,1240,0.41,3,3,7,1,1
16784,9,1240,0.5,2,6,5,1,1
16785,9,1240,0.4,3,1,6,1,1
16786,9,1240,0.5,4,6,7,1,1
16787,9,1240,0.42,3,2,6,1,1
16788,9,1240,0.33,3,0,6,1,1
16789,9,1240,0.4,4,0,5,1,1
16790,9,1240,0.4,2,2,5,1,1
16791,9,1240,0.45,3,0,4,1,1
16792,2,1240,0.6,2,5,6,1,1
16793,7,1240,0.6,2,6,3,1,1
16794,9,1240,0.4,2,2,6,1,1
16795,9,1240,0.47,2,6,6,1,1
16796,5,1240,0.46,2,0,6,1,1
16797,6,1240,0.51,2,0,5,1,1
16798,6,1240,0.5,2,0,5,1,1
16799,9,1240,0.46,4,4,5,1,1
16800,9,1240,0.4,2,0,6,1,1
16801,3,1240,0.5,3,5,5,1,1
16802,9,1240,0.41,3,1,5,1,1
16803,9,1240,0.5,4,6,5,1,1
16804,9,1240,0.33,3,2,6,1,1
16805,9,1240,0.35,2,0,6,1,1
16806,9,1240,0.36,4,0,7,1,1
16807,4,1240,0.46,3,1,5,1,1
16808,9,1240,0.42,3,0,6,1,1
16809,9,1240,0.45,3,4,7,1,1
16810,9,1240,0.41,3,2,5,1,1
16811,2,1240,0.49,3,1,5,1,1
16812,7,1240,0.5,2,3,6,1,1
16813,2,1240,0.56,4,0,2,1,1
16814,9,1240,0.37,3,2,6,1,1
16815,9,1240,0.35,3,1,6,1,1
16816,9,1240,0.4,3,4,5,1,1
16817,6,1240,0.51,2,5,4,1,1
16818,9,1240,0.4,4,3,4,1,1
16819,2,1240,0.5,2,2,2,1,1
16820,9,1240,0.35,3,0,6,1,1
16821,1,1240,0.5,2,4,5,1,1
16822,5,1240,0.59,2,2,2,1,1
16823,5,1240,0.51,2,3,3,1,1
16824,5,1240,0.59,2,3,3,1,1
16825,9,1240,0.41,3,1,4,1,1
16826,5,1240,0.5,2,3,2,1,1
16827,9,1240,0.4,3,4,4,1,1
16828,6,1240,0.5,2,2,7,1,1
16829,9,1240,0.3,3,1,5,1,1
16830,6,1240,0.51,4,0,5,1,1
16831,9,1240,0.45,4,1,7,1,1
16832,9,1240,0.42,3,2,1,1,1
16833,9,1240,0.42,3,0,7,1,1
16834,9,1240,0.4,2,1,7,1,1
16835,3,1240,0.5,1,1,2,1,1
16836,9,1240,0.4,4,3,5,1,1
16837,9,1240,0.43,3,4,1,1,1
16838,5,1240,0.51,2,3,2,1,1
16839,9,1240,0.46,3,6,4,1,1
16840,9,1240,0.36,3,2,7,1,1
16841,9,1240,0.44,3,4,5,1,1
16842,6,1240,0.5,4,0,5,1,1
16843,9,1240,0.4,3,0,7,1,1
16844,9,1240,0.4,3,0,6,1,1
16845,9,1240,0.42,3,2,4,1,1
16846,6,1240,0.5,2,1,3,1,1
16847,2,1240,0.56,2,1,2,1,1
16848,2,1240,0.5,4,1,5,1,1
16849,9,1240,0.31,3,1,1,1,1
16850,9,1240,0.41,3,4,4,1,1
16851,9,1240,0.4,3,2,1,1,1
16852,5,1250,0.49,4,1,5,1,1
16853,7,1250,0.52,2,5,6,1,1
16854,9,1250,0.44,3,2,5,1,1
16855,9,1250,0.5,1,6,7,1,1
16856,9,1250,0.5,4,5,3,1,1
16857,9,1250,0.4,3,3,7,1,1
16858,9,1250,0.4,4,2,6,1,1
16859,9,1250,0.32,3,1,1,1,1
16860,9,1250,0.5,0,4,5,1,1
16861,6,1250,0.56,2,5,7,1,1
16862,9,1250,0.45,4,3,4,1,1
16863,9,1250,0.36,3,1,1,1,1
16864,9,1250,0.42,3,2,4,1,1
16865,9,1250,0.34,3,0,6,1,1
16866,9,1250,0.4,3,2,5,1,1
16867,9,1250,0.5,3,2,3,1,1
16868,9,1250,0.4,3,3,5,1,1
16869,9,1250,0.45,4,3,5,1,1
16870,9,1250,0.42,3,4,7,1,1
16871,9,1250,0.44,3,4,6,1,1
16872,6,1250,0.5,2,2,4,1,1
16873,9,1250,0.37,3,0,7,1,1
16874,2,1250,0.5,3,0,5,1,1
16875,9,1250,0.4,3,1,5,1,1
16876,9,1250,0.44,3,4,5,1,1
16877,9,1250,0.41,3,2,2,1,1
16878,9,1250,0.5,4,5,2,1,1
16879,6,1250,0.53,4,4,6,1,1
16880,9,1250,0.4,2,0,6,1,1
16881,9,1250,0.4,3,2,4,1,1
16882,9,1250,0.42,3,3,4,1,1
16883,9,1250,0.3,4,2,6,1,1
16884,9,1250,0.43,3,2,6,1,1
16885,9,1250,0.43,3,3,5,1,1
16886,2,1250,0.51,2,0,2,1,1
16887,5,1250,0.51,4,2,2,1,1
16888,2,1250,0.5,2,2,5,1,1
16889,9,1250,0.38,3,2,6,1,1
16890,9,1250,0.4,2,1,5,1,1
16891,9,1250,0.5,3,6,3,1,1
16892,9,1250,0.46,3,5,2,1,1
16893,9,1250,0.41,3,3,5,1,1
16894,9,1250,0.4,3,0,7,1,1
16895,2,1250,0.61,2,1,3,1,1
16896,9,1250,0.5,4,2,3,1,1
16897,9,1250,0.4,2,3,4,1,1
16898,9,1250,0.41,3,4,5,1,1
16899,2,1250,0.5,1,2,7,1,1
16900,4,1250,0.52,3,0,2,1,1
16901,5,1250,0.4,2,0,6,1,1
16902,9,1250,0.52,3,6,2,1,1
16903,9,1250,0.4,2,2,7,1,1
16904,9,1250,0.35,3,1,6,1,1
16905,9,1250,0.4,4,2,4,1,1
16906,9,1250,0.4,3,3,4,1,1
16907,9,1250,0.4,2,1,4,1,1
16908,2,1250,0.5,0,2,5,1,1
16909,2,1250,0.61,4,0,2,1,1
16910,9,1250,0.4,3,1,4,1,1
