,shape,price,carat,cut,color,clarity,report,type
46184,9,7070,1.4,3,0,3,1,1
46185,6,7070,1.6,2,3,3,1,1
46186,5,7070,1.2,4,2,3,1,1
46187,9,7070,1.0,3,2,7,1,1
46188,9,7070,0.85,3,1,1,1,1
46189,1,7070,1.29,4,0,4,1,1
46190,9,7070,1.4,3,1,3,1,1
46191,5,7070,1.2,2,3,2,1,1
46192,9,7070,1.05,3,0,4,1,1
46193,9,7070,1.3,3,5,4,1,1
46194,9,7070,1.03,3,4,7,1,1
46195,9,7070,1.03,3,1,4,1,1
46196,5,7070,1.5,2,6,3,1,1
46197,5,7070,1.21,3,3,2,1,1
46198,9,7080,1.0,4,2,4,1,1
46199,1,7080,1.72,4,6,2,1,1
46200,9,7080,1.13,3,4,4,1,1
46201,9,7080,1.08,3,2,5,2,1
46202,5,7080,1.5,2,2,3,3,1
46203,4,7080,1.0,3,1,4,1,1
46204,9,7080,1.29,3,1,3,1,1
46205,9,7080,1.13,3,4,5,1,1
46206,9,7090,1.25,2,4,2,1,1
46207,9,7090,0.9,3,1,6,1,1
46208,5,7090,1.29,2,5,2,1,1
46209,9,7090,1.01,4,1,4,1,1
46210,9,7090,1.03,3,4,7,1,1
46211,9,7090,1.0,4,2,4,1,1
46212,5,7090,1.5,3,6,2,1,1
46213,9,7090,0.93,3,2,1,1,1
46214,9,7090,1.31,3,5,2,1,1
46215,5,7090,1.2,4,0,2,1,1
46216,9,7090,0.75,3,0,1,1,1
46217,9,7090,1.23,3,1,3,1,1
46218,9,7090,1.01,3,4,1,1,1
46219,9,7090,1.16,3,3,2,1,1
46220,1,7090,1.5,4,4,3,1,1
46221,7,7100,1.51,2,2,3,1,1
46222,9,7100,1.04,3,1,2,1,1
46223,9,7100,1.01,4,2,6,1,1
46224,9,7100,1.01,3,0,2,1,1
46225,1,7100,1.52,3,5,5,1,1
46226,9,7100,1.29,3,0,3,1,1
46227,9,7100,1.01,3,1,5,1,1
46228,9,7100,1.01,3,2,5,1,1
46229,5,7110,1.01,2,0,5,1,1
46230,9,7110,1.03,3,4,4,1,1
46231,9,7110,1.01,4,2,4,1,1
46232,1,7110,1.73,1,6,2,1,1
46233,1,7110,1.53,4,4,3,1,1
46234,9,7110,1.01,4,1,7,1,1
46235,9,7110,1.01,3,4,4,1,1
46236,9,7110,1.23,3,4,7,1,1
46237,9,7110,1.16,3,5,1,1,1
46238,2,7110,1.2,2,0,5,1,1
46239,1,7110,1.73,3,5,3,1,1
46240,9,7110,1.29,3,0,3,1,1
46241,5,7110,1.0,3,2,6,1,1
46242,9,7120,0.9,3,2,6,1,1
46243,6,7120,1.29,3,4,2,1,1
46244,9,7120,1.0,3,4,5,1,1
46245,9,7120,0.92,3,2,6,1,1
46246,9,7120,1.31,3,3,2,1,1
46247,9,7120,1.2,3,0,2,1,1
46248,2,7120,1.2,3,3,7,1,1
46249,9,7120,1.3,3,4,5,2,1
46250,9,7120,1.0,3,4,4,1,1
46251,7,7120,1.1,2,0,3,2,1
46252,9,7120,1.2,3,5,1,1,1
46253,9,7120,1.21,4,2,2,1,1
46254,9,7120,1.13,3,1,2,1,1
46255,9,7120,1.04,3,0,5,1,1
46256,9,7120,1.31,3,4,3,1,1
46257,3,7130,1.01,3,1,6,1,1
46258,2,7130,1.5,2,2,2,1,1
46259,9,7130,1.0,3,3,5,1,1
46260,7,7130,1.51,4,4,3,1,1
46261,5,7130,1.0,3,2,7,1,1
46262,5,7130,1.01,3,3,7,1,1
46263,9,7130,0.93,3,2,6,1,1
46264,9,7130,1.0,3,0,2,1,1
46265,1,7130,1.51,4,4,3,1,1
46266,9,7130,0.85,3,0,6,1,1
46267,5,7130,1.5,3,5,3,1,1
46268,9,7130,1.12,3,3,5,1,1
46269,1,7130,1.5,3,5,4,1,1
46270,1,7140,1.51,3,5,2,1,1
46271,5,7140,1.09,4,0,4,1,1
46272,9,7140,1.0,4,2,4,1,1
46273,1,7140,1.5,3,1,3,1,1
46274,9,7140,1.07,2,3,2,1,1
46275,9,7140,1.01,4,2,4,1,1
46276,5,7140,1.51,2,4,3,3,1
46277,9,7140,1.05,3,0,4,1,1
46278,6,7140,1.6,2,3,3,1,1
46279,9,7140,1.4,3,6,3,1,1
46280,9,7140,1.01,3,0,2,1,1
46281,9,7140,1.03,3,4,7,1,1
46282,9,7140,1.03,3,4,4,1,1
46283,9,7140,1.0,2,2,7,1,1
46284,5,7140,1.3,2,3,3,1,1
46285,9,7150,1.0,3,2,2,1,1
46286,5,7150,1.51,3,6,3,1,1
46287,8,7150,1.32,3,3,2,1,1
46288,9,7150,1.0,3,4,4,1,1
46289,9,7150,1.02,3,4,5,1,1
46290,1,7150,1.06,2,0,1,1,1
46291,9,7150,1.0,3,3,4,1,1
46292,9,7150,1.5,3,6,2,1,1
46293,9,7150,1.42,3,5,3,1,1
46294,9,7150,1.0,2,3,7,1,1
46295,9,7150,1.01,3,0,5,1,1
46296,9,7150,1.01,3,2,7,1,1
46297,5,7150,1.29,2,4,2,1,1
46298,9,7150,1.0,3,4,5,1,1
46299,9,7150,1.05,3,4,7,1,1
46300,6,7150,1.13,4,3,4,1,1
46301,9,7150,1.02,3,2,4,1,1
46302,9,7150,1.4,3,0,3,1,1
46303,9,7150,1.4,3,4,3,1,1
46304,9,7150,1.04,3,3,4,1,1
46305,9,7150,1.06,3,3,6,1,1
46306,5,7150,1.29,2,4,3,1,1
46307,9,7150,1.0,4,1,7,1,1
46308,5,7150,1.3,2,1,3,1,1
46309,9,7150,1.07,3,0,5,1,1
46310,5,7150,1.5,2,6,3,1,1
46311,6,7160,1.0,2,1,6,1,1
46312,9,7160,1.03,3,2,4,1,1
46313,9,7160,1.31,3,3,3,1,1
46314,1,7160,1.5,4,3,3,1,1
46315,9,7160,1.27,3,4,4,1,1
46316,9,7160,1.06,3,4,4,1,1
46317,1,7160,1.4,4,4,5,1,1
46318,6,7160,1.5,3,4,3,1,1
46319,5,7170,1.0,2,2,1,1,1
46320,9,7170,1.02,3,4,7,1,1
46321,9,7170,1.17,3,4,5,1,1
46322,9,7170,1.01,4,0,5,1,1
46323,5,7170,1.5,3,6,2,1,1
46324,9,7170,1.3,3,2,3,1,1
46325,7,7170,1.2,2,3,4,1,1
46326,9,7180,1.0,3,0,5,2,1
46327,9,7180,1.03,3,4,4,1,1
46328,9,7180,1.01,3,3,4,1,1
46329,9,7180,1.0,2,3,4,1,1
46330,1,7180,1.06,3,0,6,1,1
46331,9,7180,1.03,3,4,7,1,1
46332,5,7180,1.01,3,0,5,1,1
46333,9,7180,1.0,4,1,4,1,1
46334,5,7180,1.5,1,6,7,1,1
46335,9,7180,1.6,2,5,3,3,1
46336,9,7180,1.3,3,0,3,1,1
46337,9,7180,1.51,2,4,3,3,1
46338,5,7180,1.0,3,0,7,1,1
46339,9,7190,1.03,3,4,6,1,1
46340,1,7190,1.1,2,0,6,1,1
46341,9,7190,1.0,4,2,4,1,1
46342,9,7190,1.01,3,0,2,1,1
46343,9,7190,0.83,3,0,6,1,1
46344,9,7190,1.05,3,3,5,1,1
46345,9,7190,1.01,3,2,7,1,1
46346,9,7190,1.01,3,4,6,1,1
46347,9,7190,1.05,3,4,7,1,1
46348,9,7190,1.29,3,0,3,1,1
46349,5,7190,1.06,3,0,4,1,1
46350,9,7190,1.21,4,4,7,1,1
46351,9,7190,1.01,3,3,4,1,1
46352,9,7190,1.15,3,4,5,1,1
46353,9,7190,1.01,3,2,2,1,1
46354,9,7200,1.5,2,4,3,1,1
46355,9,7200,1.0,4,1,4,1,1
46356,6,7200,1.5,2,5,2,1,1
46357,1,7200,1.2,2,3,4,1,1
46358,5,7200,2.0,2,5,3,3,1
46359,5,7200,1.0,2,2,7,1,1
46360,5,7200,1.2,2,3,2,1,1
46361,9,7200,1.19,3,2,2,1,1
46362,9,7200,0.75,3,0,1,1,1
46363,3,7200,1.03,3,0,6,1,1
46364,5,7200,1.2,4,3,5,1,1
46365,9,7200,1.01,3,2,7,1,1
46366,9,7210,1.01,3,4,4,1,1
46367,2,7210,1.34,3,4,6,1,1
46368,2,7210,1.4,2,5,5,1,1
46369,2,7210,1.0,4,0,1,1,1
46370,9,7210,1.5,2,5,3,3,1
46371,9,7210,1.21,3,0,2,1,1
46372,9,7210,1.01,3,2,7,1,1
46373,9,7210,1.29,3,5,5,1,1
46374,9,7210,1.01,4,2,6,1,1
46375,9,7210,1.0,4,0,5,1,1
46376,9,7210,1.0,3,3,5,1,1
46377,9,7210,1.0,2,1,4,1,1
46378,9,7210,0.91,3,2,0,1,1
46379,1,7220,1.31,2,0,5,1,1
46380,6,7220,1.01,4,0,1,1,1
46381,5,7220,1.0,3,0,7,1,1
46382,3,7220,1.82,3,4,3,1,1
46383,9,7220,1.02,3,4,5,1,1
46384,5,7220,1.0,3,1,4,1,1
46385,1,7220,1.5,2,2,3,1,1
46386,5,7220,1.3,2,4,3,1,1
46387,1,7220,1.79,3,6,3,1,1
46388,5,7220,1.2,3,2,2,1,1
46389,9,7220,1.13,3,5,6,1,1
46390,8,7220,1.31,3,3,4,1,1
46391,7,7230,1.3,4,3,5,1,1
46392,9,7230,1.0,3,1,4,1,1
46393,5,7230,1.5,2,1,3,3,1
46394,9,7230,1.06,3,4,1,1,1
46395,9,7230,1.0,3,3,6,1,1
46396,5,7230,1.03,3,1,4,1,1
46397,9,7230,1.1,3,4,4,1,1
46398,1,7230,1.5,3,5,2,1,1
46399,9,7230,1.52,1,5,3,1,1
46400,9,7230,1.29,3,1,3,1,1
46401,5,7230,1.5,1,3,3,1,1
46402,6,7230,1.53,3,3,3,1,1
46403,5,7230,1.2,2,2,2,1,1
46404,9,7230,1.13,3,4,5,1,1
46405,9,7230,1.4,3,2,3,1,1
46406,9,7230,1.01,4,0,5,1,1
46407,9,7230,1.17,3,4,5,1,1
46408,5,7240,1.0,3,0,5,1,1
46409,5,7240,1.07,4,2,6,1,1
46410,9,7240,1.2,3,1,2,1,1
46411,9,7240,0.9,3,1,6,1,1
46412,9,7240,1.0,3,4,5,1,1
46413,9,7240,1.33,3,5,2,1,1
46414,9,7250,1.0,3,4,5,1,1
46415,5,7250,1.06,2,0,7,1,1
46416,9,7250,1.06,3,3,5,1,1
46417,5,7250,1.51,2,4,3,3,1
46418,9,7250,1.01,3,3,7,1,1
46419,9,7250,1.14,3,3,5,1,1
46420,9,7250,0.77,3,0,1,1,1
46421,9,7250,1.02,3,3,5,1,1
46422,6,7250,1.26,2,3,4,1,1
46423,6,7250,1.7,2,1,3,3,1
46424,1,7250,1.52,3,5,5,1,1
46425,2,7260,1.52,3,0,2,1,1
46426,3,7260,1.0,3,0,6,1,1
46427,9,7260,1.1,3,2,2,1,1
46428,9,7260,1.4,3,6,4,1,1
46429,9,7260,0.98,3,2,1,1,1
46430,9,7260,1.1,3,4,7,1,1
46431,9,7260,1.05,3,2,4,2,1
46432,2,7260,1.0,3,1,1,1,1
46433,9,7260,1.25,3,4,5,1,1
46434,7,7260,1.2,3,2,4,1,1
46435,9,7260,0.75,3,0,0,1,1
46436,9,7260,1.0,3,3,4,1,1
46437,9,7260,1.02,3,1,4,1,1
46438,9,7260,1.0,2,3,4,1,1
46439,1,7260,1.41,4,4,5,1,1
46440,9,7260,1.01,3,0,2,1,1
46441,9,7270,1.2,3,1,3,1,1
46442,1,7270,1.5,4,1,2,1,1
46443,1,7270,1.71,3,3,3,1,1
46444,9,7270,1.02,3,4,5,1,1
46445,1,7270,1.5,3,0,3,1,1
46446,9,7270,1.5,2,2,3,3,1
46447,9,7270,1.3,3,3,2,1,1
46448,1,7270,1.55,3,3,3,1,1
46449,0,7270,1.3,4,2,7,1,1
46450,9,7280,1.51,2,3,3,3,1
46451,9,7280,1.0,3,4,5,1,1
46452,9,7280,0.85,3,0,6,1,1
46453,6,7280,1.2,2,2,4,1,1
46454,9,7280,1.0,3,3,5,1,1
46455,9,7280,1.01,2,2,2,1,1
46456,9,7280,1.01,3,4,5,1,1
46457,9,7280,1.2,3,4,7,1,1
46458,2,7280,1.5,3,3,2,1,1
46459,9,7280,1.23,3,0,3,1,1
46460,9,7290,1.03,3,3,4,1,1
46461,9,7290,0.9,3,1,6,1,1
46462,9,7290,1.01,3,4,5,1,1
46463,9,7290,1.03,3,0,2,1,1
46464,9,7290,1.06,3,0,7,1,1
46465,9,7290,1.21,3,1,2,1,1
46466,9,7290,1.01,3,0,5,1,1
46467,5,7290,1.01,3,1,7,1,1
46468,9,7290,0.76,3,0,1,1,1
46469,9,7290,1.01,3,3,4,1,1
46470,9,7290,1.4,3,5,3,1,1
46471,9,7290,1.01,3,4,4,1,1
46472,9,7290,0.92,3,2,0,1,1
46473,9,7290,1.1,3,4,4,1,1
46474,5,7290,1.21,2,1,2,1,1
46475,9,7300,1.5,4,5,3,1,1
46476,9,7300,1.6,3,6,3,1,1
46477,3,7300,1.01,2,0,7,1,1
46478,9,7300,1.01,3,1,4,1,1
46479,5,7300,1.16,4,2,5,1,1
46480,9,7300,0.75,3,0,1,1,1
46481,9,7300,1.51,3,6,2,1,1
46482,9,7300,1.05,3,3,5,1,1
46483,9,7300,1.17,3,0,2,1,1
46484,9,7300,1.0,3,4,5,1,1
46485,4,7300,0.9,2,0,1,1,1
46486,9,7300,1.2,3,3,2,1,1
46487,9,7300,1.27,3,4,7,2,1
46488,9,7300,1.0,3,0,2,1,1
46489,9,7300,1.01,3,3,4,1,1
46490,9,7300,1.4,3,5,3,1,1
46491,0,7300,1.3,4,1,5,1,1
46492,9,7310,1.21,4,4,4,1,1
46493,9,7310,1.01,3,4,4,1,1
46494,9,7310,1.0,2,0,4,1,1
46495,9,7310,1.0,1,2,6,1,1
46496,9,7310,1.5,2,3,3,3,1
46497,9,7310,0.96,3,0,4,1,1
46498,9,7310,1.29,3,4,2,1,1
46499,9,7310,1.0,3,2,2,1,1
46500,9,7310,1.5,3,5,3,1,1
46501,5,7320,1.01,3,1,7,1,1
46502,9,7320,1.01,3,3,4,1,1
46503,9,7320,1.01,3,4,6,1,1
46504,5,7320,1.02,3,2,7,1,1
46505,9,7320,1.24,3,5,6,1,1
46506,9,7320,1.0,4,1,4,1,1
46507,9,7320,1.02,3,4,5,1,1
46508,1,7320,1.81,3,6,5,1,1
46509,9,7320,1.11,3,3,5,1,1
46510,9,7320,1.29,3,5,2,1,1
46511,1,7320,1.11,3,1,6,1,1
46512,9,7320,1.0,3,0,4,1,1
46513,9,7320,1.31,3,5,4,1,1
46514,9,7320,1.25,3,2,2,1,1
46515,9,7330,1.3,3,5,4,1,1
46516,9,7330,0.94,3,2,6,1,1
46517,9,7330,1.03,3,3,5,1,1
46518,9,7330,0.9,2,0,6,1,1
46519,1,7330,1.4,4,4,2,1,1
46520,9,7330,1.0,2,2,5,1,1
46521,9,7330,1.0,3,1,5,1,1
46522,3,7330,1.5,2,3,3,1,1
46523,9,7330,1.0,3,2,5,1,1
46524,9,7330,1.4,3,2,3,1,1
46525,9,7340,1.02,3,4,5,1,1
46526,9,7340,1.13,3,4,5,1,1
46527,9,7340,1.56,4,4,3,1,1
46528,1,7340,1.5,3,4,3,1,1
46529,5,7340,0.9,3,0,1,1,1
46530,1,7340,1.51,1,3,3,1,1
46531,9,7340,1.21,3,3,5,2,1
46532,9,7340,1.04,3,2,7,1,1
46533,9,7340,1.29,3,1,3,1,1
46534,9,7340,1.4,3,5,3,1,1
46535,9,7350,1.0,3,4,5,1,1
46536,8,7350,1.2,1,3,6,1,1
46537,6,7350,1.21,4,0,7,1,1
46538,9,7350,1.01,4,2,4,1,1
46539,9,7350,1.03,3,2,4,1,1
46540,5,7350,1.4,3,0,3,1,1
46541,9,7350,1.01,3,1,2,1,1
46542,9,7350,1.0,2,3,4,1,1
46543,9,7350,1.51,2,5,3,3,1
46544,9,7350,1.5,2,4,3,3,1
46545,2,7350,1.0,4,0,1,1,1
46546,3,7350,1.5,4,3,2,1,1
46547,5,7350,1.51,2,5,3,1,1
46548,9,7350,1.25,3,5,6,1,1
46549,9,7350,1.02,3,2,2,1,1
46550,9,7350,1.01,3,4,5,1,1
46551,9,7360,1.04,3,3,6,1,1
46552,9,7360,1.06,3,4,7,1,1
46553,9,7360,1.4,3,6,7,1,1
46554,5,7360,1.2,2,3,2,1,1
46555,9,7360,1.2,2,1,2,1,1
46556,2,7360,1.5,2,2,2,1,1
46557,5,7360,1.09,2,2,6,1,1
46558,9,7360,1.0,3,2,6,1,1
46559,5,7360,1.01,3,1,7,1,1
46560,9,7360,0.8,3,0,1,1,1
46561,9,7360,1.01,3,2,4,1,1
46562,1,7360,1.52,2,2,3,1,1
46563,9,7360,1.16,3,3,4,2,1
46564,9,7360,1.01,3,2,2,1,1
46565,4,7370,1.24,0,3,5,1,1
46566,6,7370,1.72,4,3,3,3,1
46567,6,7370,1.29,3,2,2,1,1
46568,9,7370,1.01,3,4,5,1,1
46569,9,7370,1.0,3,4,4,1,1
46570,9,7370,1.0,3,3,4,1,1
46571,9,7370,1.01,4,1,4,1,1
46572,9,7370,1.5,3,3,3,1,1
46573,9,7370,1.0,4,2,4,1,1
46574,5,7370,1.2,3,1,2,1,1
46575,6,7370,1.51,3,5,2,1,1
46576,9,7370,1.4,3,5,3,1,1
46577,9,7370,1.01,4,0,4,1,1
46578,5,7370,1.0,2,2,6,1,1
46579,9,7370,1.07,3,3,6,1,1
46580,9,7370,1.02,3,3,5,1,1
46581,9,7380,1.51,2,4,3,3,1
46582,9,7380,1.02,3,2,6,1,1
46583,9,7380,1.01,4,3,6,1,1
46584,9,7380,1.0,4,1,4,1,1
46585,9,7380,0.95,3,1,7,1,1
46586,9,7380,1.0,3,4,5,1,1
46587,9,7390,1.0,3,0,2,1,1
46588,9,7390,1.01,3,4,1,1,1
46589,9,7390,1.03,3,1,4,1,1
46590,9,7390,1.2,3,3,5,1,1
46591,5,7390,1.2,3,1,2,1,1
46592,9,7390,1.21,3,3,2,1,1
46593,9,7390,1.03,3,3,4,1,1
46594,9,7390,1.03,3,4,7,1,1
46595,5,7400,1.29,2,5,6,1,1
46596,5,7400,1.2,1,3,5,1,1
46597,9,7400,0.77,3,0,1,1,1
46598,9,7400,1.0,2,0,5,1,1
46599,9,7400,1.5,4,5,2,1,1
46600,9,7400,1.0,4,0,4,1,1
46601,9,7400,1.04,3,0,4,1,1
46602,9,7400,1.4,2,0,3,3,1
46603,9,7400,1.08,3,1,4,1,1
46604,9,7400,1.0,3,4,4,1,1
46605,9,7400,1.08,3,4,1,1,1
46606,9,7400,1.0,2,2,4,1,1
46607,1,7400,1.75,3,6,2,1,1
46608,9,7400,1.02,3,2,4,1,1
46609,9,7410,1.6,3,6,3,1,1
46610,1,7410,1.5,1,4,2,1,1
46611,9,7410,1.04,3,2,4,2,1
46612,9,7410,1.0,3,3,6,1,1
46613,0,7410,1.3,4,3,6,1,1
46614,9,7410,1.0,4,1,7,1,1
46615,9,7410,1.5,3,6,3,1,1
46616,9,7410,1.15,3,3,4,2,1
46617,9,7410,1.0,3,4,6,1,1
46618,9,7410,1.01,3,3,5,1,1
46619,9,7420,1.01,4,2,7,1,1
46620,5,7420,1.5,2,6,3,1,1
46621,6,7420,1.9,2,4,3,3,1
46622,3,7420,1.29,2,0,5,1,1
46623,9,7420,1.62,3,6,3,1,1
46624,6,7420,1.41,3,2,3,1,1
46625,9,7420,1.3,3,4,2,1,1
46626,1,7420,1.21,2,2,4,1,1
46627,9,7420,0.91,3,1,6,1,1
46628,2,7420,1.23,2,2,4,1,1
46629,9,7420,1.5,2,4,3,3,1
46630,6,7420,1.4,3,0,3,1,1
46631,9,7420,1.06,3,2,2,1,1
46632,7,7420,1.7,2,1,3,1,1
46633,9,7420,1.2,3,2,2,1,1
46634,9,7430,1.0,3,4,4,1,1
46635,7,7430,1.0,2,1,6,1,1
46636,6,7430,1.01,2,1,6,1,1
46637,9,7430,1.04,3,4,5,1,1
46638,5,7430,1.7,1,0,3,3,1
46639,9,7430,1.01,3,4,4,1,1
46640,2,7430,1.52,2,5,5,1,1
46641,9,7430,1.0,4,3,6,1,1
46642,9,7430,1.3,2,4,6,3,1
46643,9,7440,1.01,3,4,5,1,1
46644,9,7440,0.9,3,1,6,1,1
46645,5,7440,1.5,2,6,3,1,1
46646,1,7440,1.32,4,1,4,1,1
46647,5,7440,1.2,3,1,2,1,1
46648,6,7440,1.5,4,0,3,1,1
46649,5,7440,1.51,2,4,3,1,1
46650,9,7440,1.21,3,3,5,1,1
46651,1,7440,1.72,3,5,3,1,1
46652,9,7440,1.5,3,6,4,1,1
46653,9,7440,1.03,3,4,5,1,1
46654,3,7440,1.21,2,2,7,1,1
46655,9,7440,1.01,3,4,4,1,1
46656,9,7440,1.42,3,5,3,1,1
46657,9,7440,1.31,3,1,3,1,1
46658,9,7450,1.0,4,1,6,1,1
46659,9,7450,1.0,4,2,7,1,1
46660,9,7450,1.4,3,3,3,1,1
46661,9,7450,1.01,3,1,2,1,1
46662,9,7450,1.5,3,6,3,1,1
46663,1,7450,1.54,2,2,3,1,1
46664,9,7450,1.53,3,6,3,1,1
46665,9,7450,1.0,3,0,2,1,1
46666,9,7450,1.0,4,2,6,1,1
46667,8,7460,1.2,2,0,7,1,1
46668,9,7460,1.5,3,4,3,1,1
46669,9,7460,1.5,3,2,3,1,1
46670,9,7460,1.0,4,0,6,1,1
46671,9,7460,1.3,3,4,7,2,1
46672,9,7460,1.01,3,4,6,1,1
46673,6,7460,1.4,2,0,3,1,1
46674,9,7460,1.0,3,4,4,1,1
46675,9,7460,1.32,3,4,7,2,1
46676,9,7460,1.01,4,0,4,1,1
46677,9,7460,1.37,3,5,7,1,1
46678,6,7460,1.79,2,2,3,3,1
46679,9,7470,1.0,3,3,5,1,1
46680,9,7470,1.01,3,2,6,1,1
46681,9,7470,1.03,3,4,5,1,1
46682,9,7470,1.29,3,0,3,1,1
46683,9,7470,1.01,4,3,7,1,1
46684,0,7470,1.3,4,3,7,1,1
46685,6,7470,1.7,1,1,3,3,1
46686,7,7470,1.7,3,4,2,1,1
46687,9,7470,0.9,3,0,6,1,1
46688,9,7470,1.4,3,6,5,1,1
46689,5,7470,1.03,3,1,4,1,1
46690,1,7470,1.3,2,3,6,1,1
46691,9,7470,1.0,3,1,5,1,1
46692,5,7470,1.21,2,1,2,1,1
46693,9,7480,1.0,3,0,2,1,1
46694,9,7480,1.01,3,4,4,1,1
46695,5,7480,1.29,2,2,3,1,1
46696,9,7480,1.06,3,0,4,1,1
46697,9,7480,1.0,3,4,4,1,1
46698,5,7480,1.0,3,1,7,1,1
46699,9,7480,1.18,3,3,5,1,1
46700,1,7480,1.21,3,2,6,1,1
46701,9,7480,1.01,3,2,7,1,1
46702,1,7490,1.5,2,2,3,1,1
46703,9,7490,1.0,3,0,2,1,1
46704,9,7490,1.24,3,4,5,1,1
46705,9,7490,1.0,4,2,4,1,1
46706,9,7490,1.03,3,2,4,1,1
46707,9,7490,1.0,3,0,4,1,1
46708,9,7490,1.27,3,4,5,1,1
46709,9,7490,1.03,3,3,5,1,1
46710,5,7490,1.2,2,4,5,1,1
46711,9,7490,1.01,3,4,1,1,1
46712,2,7490,1.21,3,1,7,1,1
46713,6,7490,1.2,1,1,4,1,1
46714,5,7490,1.01,3,0,4,1,1
46715,5,7490,1.01,2,0,4,1,1
46716,9,7490,1.05,3,0,7,1,1
46717,9,7490,1.01,3,4,4,1,1
46718,9,7490,1.0,3,2,7,1,1
46719,9,7500,1.5,3,6,3,1,1
46720,7,7500,1.72,2,4,2,1,1
46721,1,7500,1.3,4,2,5,1,1
46722,1,7500,1.2,2,2,4,1,1
46723,9,7500,1.06,3,3,5,1,1
46724,9,7500,1.01,3,1,5,1,1
46725,9,7500,1.21,3,4,4,1,1
46726,7,7500,1.29,4,1,4,1,1
46727,9,7500,1.71,2,5,3,3,1
46728,9,7510,1.3,3,5,1,1,1
46729,9,7510,1.5,4,5,4,3,1
46730,9,7510,1.36,3,0,3,1,1
46731,1,7510,1.05,3,0,6,1,1
46732,9,7510,1.01,3,4,1,1,1
46733,2,7510,1.4,2,5,5,1,1
46734,9,7520,1.1,3,2,7,1,1
46735,9,7520,1.03,3,0,4,1,1
46736,5,7520,1.5,2,2,3,3,1
46737,9,7520,1.2,3,0,2,1,1
46738,9,7520,1.01,3,4,4,1,1
46739,1,7520,1.01,2,0,1,1,1
46740,7,7520,1.3,3,1,5,1,1
46741,1,7520,1.51,3,1,3,1,1
46742,9,7520,1.31,3,0,2,1,1
46743,9,7520,1.06,3,4,5,1,1
46744,9,7530,1.0,4,0,7,1,1
46745,9,7530,1.0,3,4,4,1,1
46746,7,7530,1.5,1,1,2,1,1
46747,9,7530,1.01,3,3,5,1,1
46748,9,7530,1.0,2,0,4,1,1
46749,3,7530,1.52,3,4,3,1,1
46750,9,7530,1.01,3,0,7,1,1
46751,9,7530,1.35,3,6,4,1,1
46752,2,7530,1.3,3,1,5,1,1
46753,9,7530,1.0,4,0,6,1,1
46754,9,7530,1.4,3,0,3,1,1
46755,9,7540,1.3,3,5,6,1,1
46756,9,7540,1.5,3,6,3,1,1
46757,9,7540,1.5,2,4,3,3,1
46758,5,7540,1.2,2,0,2,1,1
46759,6,7540,1.5,2,3,3,3,1
46760,9,7540,1.05,3,2,7,1,1
46761,9,7540,1.05,3,0,7,1,1
46762,0,7540,1.5,4,4,4,1,1
46763,9,7550,1.0,4,0,4,1,1
46764,9,7550,1.01,3,3,1,1,1
46765,6,7550,1.3,3,3,2,1,1
46766,9,7550,1.06,3,1,4,1,1
46767,9,7550,1.05,4,0,7,1,1
46768,9,7550,1.02,3,4,6,1,1
46769,9,7550,1.2,3,0,2,1,1
46770,8,7550,1.2,4,3,7,1,1
46771,9,7550,1.52,2,1,3,3,1
46772,1,7550,1.7,4,1,3,1,1
46773,5,7550,1.2,2,2,2,1,1
46774,2,7550,1.76,4,6,1,3,1
46775,5,7550,1.6,2,6,3,1,1
46776,9,7550,1.5,2,3,3,3,1
46777,9,7550,1.3,3,2,2,1,1
46778,9,7560,1.0,4,0,4,1,1
46779,5,7560,1.2,2,0,2,1,1
46780,9,7560,0.8,3,0,1,1,1
46781,2,7560,1.3,2,3,5,1,1
46782,5,7560,1.2,2,2,2,1,1
46783,9,7560,1.02,3,4,7,1,1
46784,9,7560,1.51,3,6,3,1,1
46785,9,7560,1.0,4,2,7,1,1
46786,6,7560,1.14,4,1,6,1,1
46787,9,7560,1.01,3,4,4,1,1
46788,5,7560,1.2,4,3,5,1,1
46789,9,7560,1.25,3,4,4,1,1
46790,9,7560,1.01,4,2,4,1,1
46791,9,7560,0.84,3,0,1,1,1
46792,6,7560,1.5,2,0,3,1,1
46793,9,7560,1.0,3,4,4,1,1
46794,9,7560,1.01,3,2,2,1,1
46795,9,7570,1.7,4,3,3,2,1
46796,9,7570,1.0,2,1,5,1,1
46797,9,7570,1.0,3,4,7,1,1
46798,9,7570,1.01,3,2,5,1,1
46799,9,7570,1.08,3,4,6,1,1
46800,9,7570,1.01,4,0,7,1,1
46801,9,7570,1.0,3,2,4,1,1
46802,9,7570,1.01,3,4,4,1,1
46803,9,7570,1.16,3,3,5,1,1
46804,9,7570,1.02,3,2,7,2,1
46805,9,7570,1.3,3,3,2,1,1
46806,9,7570,1.0,3,0,2,1,1
46807,9,7570,1.5,2,4,3,3,1
46808,9,7580,1.03,3,3,5,1,1
46809,9,7580,1.22,3,4,4,1,1
46810,9,7580,1.2,3,0,2,1,1
46811,9,7580,1.01,3,1,7,1,1
46812,2,7580,1.21,2,2,4,1,1
46813,5,7580,1.06,2,1,1,1,1
46814,5,7580,1.0,4,1,6,1,1
46815,9,7580,1.0,3,1,5,1,1
46816,9,7590,1.01,3,1,5,1,1
46817,2,7590,1.71,3,4,3,1,1
46818,9,7590,1.05,3,1,7,1,1
